street,num_opponents,pot_bb,facing_bet_bb,effective_stack_bb,allow_bluffs,equity,pot_odds,action
turn,3,4.25,0.38,136.48,0,0.065,0.082073,CALL
preflop,3,38.72,17.44,44.91,0,0.21,0.310541,FOLD
river,4,33.38,11.24,137.61,0,0.0,0.251905,FOLD
preflop,3,68.75,27.34,113.96,0,0.32,0.284525,CALL
flop,1,67.95,17.33,75.21,0,0.92,0.203213,RAISE
flop,4,25.9,15.49,50.96,0,0.105,0.374245,FOLD
turn,4,73.89,5.36,28.76,0,0.015,0.067634,FOLD
river,3,32.43,17.44,65.01,0,0.025,0.349709,FOLD
turn,1,78.25,23.19,149.53,0,0.45,0.228608,CALL
turn,1,15.89,4.96,146.66,0,0.395,0.23789,CALL
turn,1,50.72,2.61,78.39,0,0.385,0.048941,CALL
turn,1,54.08,28.39,93.4,0,0.265,0.344246,FOLD
turn,1,48.41,17.15,114.43,0,0.41,0.261592,CALL
turn,3,57.89,7.66,124.92,0,0.365,0.116857,CALL
preflop,4,52.39,27.96,98.18,0,0.305,0.347978,FOLD
preflop,3,32.91,4.71,77.65,0,0.335,0.125199,CALL
preflop,4,38.8,5.68,59.95,0,0.13,0.127698,CALL
preflop,4,20.3,23.64,95.41,0,0.115,0.538006,FOLD
river,4,67.41,4.42,94.99,0,0.0,0.061534,FOLD
preflop,4,22.15,24.09,141.39,0,0.24,0.520978,FOLD
turn,2,62.67,15.23,133.77,0,0.51,0.195507,CALL
flop,1,39.47,17.84,47.06,0,0.14,0.311289,FOLD
preflop,1,78.23,22.87,23.57,0,0.66,0.226212,RAISE
flop,1,76.01,11.55,45.72,0,0.52,0.13191,CALL
river,4,19.19,15.33,26.53,0,0.16,0.44409,FOLD
turn,1,58.46,25.05,148.32,0,0.9,0.299964,RAISE
turn,2,28.63,24.8,128.49,0,0.215,0.464159,FOLD
preflop,3,53.71,24.23,73.95,0,0.22,0.31088,FOLD
river,3,68.15,2.27,126.49,0,0.01,0.032235,FOLD
river,1,69.51,27.42,61.92,0,0.07,0.282885,FOLD
river,4,43.71,6.87,143.99,0,0.035,0.135824,FOLD
turn,2,72.32,32.45,100.48,0,0.88,0.309726,RAISE
turn,3,71.58,26.41,147.69,0,0.985,0.269517,RAISE
river,2,2.34,2.65,26.21,0,0.02,0.531062,FOLD
preflop,3,3.05,1.32,47.07,0,0.145,0.302059,FOLD
turn,3,34.2,14.4,25.9,0,0.065,0.296296,FOLD
flop,4,70.44,27.34,51.18,0,0.11,0.279607,FOLD
flop,4,41.27,12.49,146.23,0,0.22,0.232329,CALL
flop,1,26.3,27.32,68.03,0,0.695,0.509511,RAISE
turn,1,18.89,15.19,85.57,0,0.605,0.445716,CALL
river,4,54.16,13.57,37.88,0,0.885,0.200354,RAISE
turn,2,22.52,15.19,74.85,0,0.09,0.402811,FOLD
flop,2,30.11,13.05,54.93,0,0.915,0.302363,RAISE
preflop,4,71.04,30.43,131.05,0,0.18,0.299892,FOLD
river,2,78.34,34.79,138.06,0,0.135,0.307522,FOLD
flop,4,74.04,9.58,50.03,0,0.1,0.114566,CALL
flop,3,78.77,21.48,41.46,0,0.195,0.214264,CALL
flop,4,68.56,7.58,142.2,0,0.84,0.099553,RAISE
turn,1,51.8,32.64,70.03,0,0.145,0.386547,FOLD
flop,4,77.9,31.16,39.97,0,0.01,0.285714,FOLD
river,1,63.3,6.0,88.68,0,0.24,0.08658,CALL
turn,2,44.05,4.69,105.32,0,0.05,0.096225,FOLD
turn,4,37.33,34.9,81.99,0,0.02,0.483179,FOLD
preflop,1,63.8,28.06,39.75,0,0.435,0.305465,CALL
preflop,4,6.5,4.49,55.0,0,0.15,0.408553,FOLD
river,4,43.96,15.08,43.01,0,0.675,0.25542,RAISE
flop,2,53.79,27.39,105.89,0,0.22,0.337398,FOLD
river,1,51.96,28.94,87.94,0,0.77,0.357726,RAISE
turn,3,49.64,22.18,80.87,0,0.33,0.308828,CALL
preflop,1,11.14,4.19,131.5,0,0.48,0.27332,CALL
river,2,31.16,0.43,112.23,0,0.06,0.013612,CALL
turn,1,6.95,3.09,130.51,0,0.21,0.307769,FOLD
preflop,4,14.07,2.85,21.56,0,0.205,0.16844,CALL
turn,4,52.77,22.19,66.84,0,0.025,0.296025,FOLD
river,2,15.56,16.04,112.81,0,0.08,0.507595,FOLD
river,1,18.94,2.98,47.63,0,0.71,0.135949,RAISE
preflop,1,7.86,6.25,144.15,0,0.415,0.442948,FOLD
preflop,4,75.19,16.99,24.61,0,0.165,0.184313,CALL
preflop,1,4.16,2.76,33.26,0,0.35,0.398844,FOLD
river,1,37.6,12.02,139.49,0,0.18,0.242241,FOLD
flop,1,69.36,12.72,67.87,0,0.7,0.154971,RAISE
preflop,2,30.31,11.75,138.05,0,0.525,0.279363,CALL
preflop,4,23.67,11.61,142.52,0,0.325,0.329082,CALL
river,3,16.48,16.93,125.21,0,0.84,0.506735,RAISE
turn,4,38.72,19.33,59.67,0,0.335,0.332989,CALL
turn,4,65.23,19.16,103.32,0,0.2,0.227041,FOLD
preflop,2,59.17,10.92,56.47,0,0.23,0.1558,CALL
turn,2,45.35,27.36,76.19,0,0.04,0.376289,FOLD
flop,4,52.62,31.08,40.98,0,0.1,0.371326,FOLD
preflop,4,39.5,2.61,89.04,0,0.18,0.061981,CALL
river,1,54.98,9.78,83.86,0,0.845,0.151019,RAISE
turn,4,24.76,20.74,97.18,0,0.08,0.455824,FOLD
flop,4,51.95,5.44,148.19,0,0.23,0.09479,CALL
flop,1,20.32,15.18,24.2,0,0.63,0.427606,CALL
turn,4,31.52,0.73,110.08,0,0.04,0.022636,CALL
turn,3,10.42,8.0,45.09,0,0.13,0.434311,FOLD
turn,2,36.48,2.58,108.53,0,0.1,0.066052,CALL
preflop,4,46.57,33.46,50.62,0,0.225,0.418093,FOLD
river,3,21.7,21.54,41.2,0,0.005,0.49815,FOLD
turn,4,65.53,3.22,147.72,0,0.045,0.046836,CALL
preflop,3,24.41,3.87,104.86,0,0.23,0.136846,CALL
flop,2,38.05,18.1,146.89,0,0.735,0.322351,RAISE
flop,4,30.82,31.26,67.06,0,0.35,0.503544,FOLD
preflop,3,50.24,17.6,115.58,0,0.275,0.259434,CALL
turn,2,10.38,4.42,140.23,0,0.02,0.298649,FOLD
river,4,44.66,18.58,44.28,0,0.745,0.293801,RAISE
preflop,2,4.7,1.93,147.6,0,0.255,0.291101,FOLD
preflop,2,71.67,2.89,103.02,0,0.3,0.038761,CALL
river,2,9.52,5.61,47.59,0,0.04,0.370787,FOLD
river,4,48.22,31.02,124.72,0,0.08,0.391469,FOLD
river,4,64.79,27.65,31.62,0,0.0,0.299113,FOLD
flop,1,12.42,1.59,72.61,0,0.49,0.11349,CALL
preflop,3,37.83,32.39,89.99,0,0.16,0.461265,FOLD
river,2,19.95,18.62,120.56,0,0.0,0.482759,FOLD
river,2,9.36,6.03,116.87,0,0.09,0.391813,FOLD
preflop,2,22.74,6.99,33.56,0,0.275,0.235116,CALL
turn,3,10.97,7.18,52.46,0,0.19,0.395592,FOLD
river,2,66.61,17.73,104.8,0,0.165,0.210221,FOLD
turn,4,34.82,11.27,126.79,0,0.0,0.244522,FOLD
river,4,31.52,22.66,41.75,0,0.735,0.418236,RAISE
turn,2,22.48,17.66,104.19,0,0.12,0.43996,FOLD
river,4,23.1,7.14,129.42,0,0.035,0.236111,FOLD
flop,4,68.86,9.56,44.34,0,0.335,0.121908,CALL
river,1,65.96,31.13,37.5,0,0.82,0.32063,RAISE
flop,4,52.0,11.92,52.41,0,0.39,0.186483,CALL
river,2,21.2,23.69,39.73,0,0.28,0.527734,FOLD
river,1,44.09,6.62,122.62,0,0.06,0.130546,FOLD
turn,3,47.36,10.75,42.24,0,0.08,0.184994,FOLD
turn,3,23.36,5.82,108.36,0,0.02,0.199452,FOLD
flop,3,24.41,13.78,134.04,0,0.035,0.360827,FOLD
preflop,1,5.42,2.25,66.74,0,0.365,0.293351,CALL
flop,1,33.15,24.16,94.64,0,0.485,0.421567,CALL
river,1,16.87,9.06,141.97,0,0.045,0.349402,FOLD
flop,4,6.27,3.65,44.4,0,0.055,0.367944,FOLD
turn,4,13.27,10.85,120.28,0,0.235,0.449834,FOLD
preflop,1,28.55,26.12,95.31,0,0.33,0.477776,FOLD
turn,4,67.87,30.26,105.88,0,0.115,0.308366,FOLD
turn,2,12.94,6.34,28.73,0,0.895,0.328838,RAISE
turn,1,37.9,2.78,25.17,0,0.28,0.068338,CALL
preflop,3,55.43,7.24,23.8,0,0.45,0.115526,CALL
turn,2,69.47,16.48,32.51,0,0.215,0.191739,CALL
turn,1,73.97,20.38,105.14,0,0.36,0.216004,CALL
flop,1,4.93,0.41,119.57,0,0.81,0.076779,RAISE
flop,4,66.45,32.1,96.65,0,0.07,0.325723,FOLD
preflop,3,66.86,1.7,99.09,0,0.195,0.024796,CALL
flop,2,12.45,14.13,78.49,0,0.27,0.531603,FOLD
preflop,4,24.19,17.37,37.76,0,0.125,0.41795,FOLD
preflop,3,60.1,24.71,135.3,0,0.485,0.291357,CALL
river,3,45.4,14.37,122.04,0,0.705,0.240422,RAISE
turn,3,7.41,8.68,144.78,0,0.24,0.539466,FOLD
river,3,24.95,15.9,149.54,0,0.345,0.389229,FOLD
river,3,13.29,5.58,79.52,0,0.0,0.295707,FOLD
flop,4,34.43,2.25,55.78,0,0.08,0.061341,CALL
turn,4,27.62,0.0,49.17,0,0.15,0.0,CHECK
preflop,3,22.05,6.88,132.53,0,0.235,0.237815,CALL
flop,1,25.52,12.99,88.27,0,0.92,0.337315,RAISE
preflop,3,60.25,23.14,100.25,0,0.165,0.277491,FOLD
river,4,20.66,8.46,36.71,0,0.0,0.290522,FOLD
river,2,28.31,10.19,72.45,0,0.675,0.264675,RAISE
preflop,2,60.62,27.44,131.73,0,0.27,0.311606,FOLD
flop,3,50.49,32.91,83.71,0,0.27,0.394604,FOLD
preflop,1,48.98,2.33,69.31,0,0.41,0.04541,CALL
river,2,28.11,27.12,147.98,0,0.0,0.491037,FOLD
turn,4,40.81,24.05,101.18,0,0.145,0.370799,FOLD
flop,1,64.69,8.97,22.91,0,0.425,0.121776,CALL
turn,1,75.07,23.21,113.15,0,0.14,0.236162,FOLD
river,1,34.74,20.29,69.6,0,0.58,0.368708,CALL
river,1,56.61,17.17,80.69,0,0.02,0.232719,FOLD
preflop,2,4.55,3.41,129.33,0,0.25,0.428392,FOLD
preflop,4,33.16,32.73,81.49,0,0.29,0.496737,FOLD
river,2,12.03,10.1,141.15,0,0.035,0.456394,FOLD
flop,2,18.4,19.21,114.11,0,0.13,0.510768,FOLD
turn,4,11.1,7.17,29.88,0,0.125,0.392447,FOLD
flop,3,77.56,0.94,22.56,0,0.605,0.011975,CALL
flop,2,11.92,3.94,20.46,0,0.305,0.248424,CALL
river,2,18.96,5.69,137.91,0,0.065,0.230832,FOLD
preflop,1,63.62,1.58,79.21,0,0.53,0.024233,CALL
flop,3,24.35,15.32,23.9,0,0.11,0.386186,FOLD
flop,4,38.26,1.16,100.33,0,0.195,0.029427,CALL
river,2,61.5,4.58,130.25,0,0.615,0.06931,CALL
turn,1,39.54,12.92,63.67,0,0.63,0.246283,CALL
preflop,2,75.31,25.58,133.38,0,0.5,0.253543,CALL
flop,1,64.44,34.88,50.95,0,0.375,0.351188,CALL
preflop,1,47.47,3.05,54.2,0,0.57,0.060372,CALL
turn,1,40.8,16.43,55.31,0,0.575,0.287087,CALL
flop,3,79.71,2.29,77.13,0,0.45,0.027927,CALL
preflop,1,73.78,11.28,114.85,0,0.53,0.132612,CALL
preflop,4,78.9,29.89,55.47,0,0.43,0.27475,CALL
river,4,34.62,20.61,27.46,0,0.0,0.373167,FOLD
preflop,3,19.67,16.34,45.5,0,0.335,0.453763,FOLD
flop,3,21.69,18.8,147.24,0,0.425,0.464312,FOLD
river,1,30.28,1.46,35.38,0,0.945,0.045999,RAISE
river,3,12.64,5.8,45.43,0,0.14,0.314534,FOLD
turn,1,50.79,18.6,31.96,0,0.225,0.26805,FOLD
preflop,2,25.88,0.52,40.39,0,0.24,0.019697,CALL
turn,2,77.1,12.68,64.86,0,0.255,0.141234,CALL
flop,3,10.25,0.64,103.19,0,0.75,0.05877,RAISE
preflop,4,75.07,13.92,28.31,0,0.275,0.156422,CALL
turn,3,50.07,30.57,129.63,0,0.865,0.379092,RAISE
river,2,27.29,23.54,135.29,0,0.56,0.463112,CALL
river,4,54.05,26.39,79.48,0,0.0,0.328071,FOLD
preflop,1,66.99,19.15,42.63,0,0.59,0.222313,CALL
preflop,1,35.93,0.73,88.08,0,0.425,0.019913,CALL
river,1,58.23,8.18,81.52,0,0.445,0.123174,CALL
flop,3,39.11,28.11,24.47,0,0.805,0.418179,RAISE
flop,2,49.83,32.46,83.25,0,0.17,0.394459,FOLD
turn,1,67.66,18.43,86.14,0,0.77,0.214078,RAISE
turn,4,25.24,9.63,22.23,0,0.09,0.276169,FOLD
flop,2,19.91,20.67,79.19,0,0.405,0.509364,FOLD
preflop,1,64.32,21.06,55.13,0,0.435,0.246662,CALL
preflop,3,52.54,0.13,87.05,0,0.24,0.002468,CALL
flop,1,35.25,12.54,138.84,0,0.685,0.262398,RAISE
preflop,2,48.19,2.72,40.66,0,0.46,0.053428,CALL
flop,3,72.15,33.33,26.96,0,0.195,0.315984,FOLD
turn,1,56.18,6.62,130.56,0,0.79,0.105414,RAISE
river,3,61.71,15.71,93.47,0,0.865,0.202919,RAISE
turn,3,34.19,2.49,112.81,0,0.485,0.067884,CALL
flop,1,32.23,27.32,48.88,0,0.765,0.458774,RAISE
turn,2,12.32,9.31,109.58,0,0.79,0.430421,RAISE
river,1,23.97,8.77,30.6,0,0.75,0.267868,RAISE
flop,3,50.18,33.98,20.26,0,0.505,0.403755,CALL
turn,1,5.42,5.42,58.91,0,0.87,0.5,RAISE
flop,4,62.04,5.11,121.79,0,0.15,0.076098,CALL
river,3,62.09,23.48,59.42,0,0.085,0.274395,FOLD
preflop,4,17.76,12.79,134.46,0,0.205,0.418658,FOLD
preflop,1,8.84,2.61,117.06,0,0.535,0.227948,CALL
turn,3,65.71,16.04,93.31,0,0.025,0.196208,FOLD
flop,3,75.5,20.82,131.89,0,0.225,0.216154,CALL
turn,3,76.17,30.94,48.05,0,0.02,0.288862,FOLD
preflop,1,55.36,22.46,149.59,0,0.58,0.288615,CALL
turn,1,17.54,18.84,128.75,0,0.325,0.517867,FOLD
river,4,70.23,15.86,27.59,0,0.865,0.184226,RAISE
preflop,1,70.79,19.33,109.23,0,0.315,0.214492,CALL
river,2,41.81,31.74,148.31,0,0.75,0.431543,RAISE
river,3,21.64,18.0,73.74,0,0.065,0.454087,FOLD
preflop,1,28.55,7.13,119.34,0,0.435,0.199832,CALL
turn,1,69.63,31.22,50.3,0,0.35,0.309569,CALL
river,4,43.02,17.92,59.59,0,0.11,0.29406,FOLD
river,2,79.69,30.74,139.06,0,0.335,0.278366,CALL
preflop,4,13.88,15.82,142.2,0,0.365,0.53266,FOLD
turn,4,11.67,7.18,136.82,0,0.225,0.380902,FOLD
flop,4,15.39,1.7,65.62,0,0.18,0.099473,CALL
river,1,34.76,27.41,57.29,0,0.69,0.440888,RAISE
turn,1,73.06,3.91,36.77,0,0.305,0.050799,CALL
turn,4,53.11,8.38,98.39,0,0.03,0.136282,FOLD
river,1,31.4,18.07,140.07,0,0.84,0.365272,RAISE
preflop,3,5.35,2.73,146.69,0,0.14,0.337871,FOLD
river,1,4.11,3.07,96.54,0,0.98,0.427577,RAISE
river,3,74.88,8.29,24.44,0,0.0,0.099675,FOLD
river,2,69.6,8.96,66.27,0,0.735,0.114053,RAISE
turn,1,6.98,6.93,147.6,0,0.71,0.498203,RAISE
flop,3,76.98,20.8,51.44,0,0.26,0.212722,CALL
turn,3,4.27,1.79,22.71,0,0.315,0.29538,CALL
turn,1,65.45,20.33,37.0,0,0.64,0.237002,CALL
flop,1,27.55,27.51,132.47,0,0.73,0.499637,RAISE
preflop,3,20.33,21.32,109.05,0,0.255,0.511885,FOLD
river,1,54.85,6.89,76.03,0,0.94,0.111597,RAISE
river,1,60.18,12.15,64.4,0,0.435,0.16798,CALL
preflop,3,31.73,3.35,76.6,0,0.22,0.095496,CALL
river,4,15.64,7.4,114.44,0,0.0,0.321181,FOLD
preflop,4,16.3,4.04,84.51,0,0.165,0.198623,FOLD
turn,2,38.43,30.89,111.09,0,0.34,0.445615,FOLD
turn,1,52.0,9.76,83.2,0,0.105,0.158031,FOLD
turn,3,60.85,15.89,93.31,0,0.165,0.207063,FOLD
flop,2,71.43,25.05,47.25,0,0.165,0.259639,FOLD
turn,4,43.87,6.52,137.83,0,0.065,0.129391,FOLD
flop,3,2.97,2.48,76.76,0,0.335,0.455046,FOLD
river,4,77.1,17.56,125.21,0,0.205,0.185506,CALL
turn,2,16.69,5.24,55.95,0,0.055,0.238942,FOLD
flop,4,12.58,10.45,109.61,0,0.195,0.453756,FOLD
flop,1,49.42,29.47,96.3,0,0.33,0.373558,FOLD
river,2,28.26,12.98,138.65,0,0.05,0.314743,FOLD
turn,2,27.64,24.77,59.19,0,0.8,0.47262,RAISE
flop,1,70.91,15.84,63.42,0,0.47,0.182594,CALL
river,1,71.6,3.11,50.22,0,0.375,0.041628,CALL
flop,1,25.93,2.63,21.4,0,0.66,0.092087,RAISE
river,2,13.48,0.74,46.6,0,0.065,0.052039,CALL
flop,2,65.97,13.37,28.4,0,0.1,0.168515,FOLD
turn,1,66.41,20.67,94.15,0,0.94,0.237368,RAISE
flop,3,8.53,4.42,60.93,0,0.355,0.341313,CALL
preflop,1,68.23,24.26,63.76,0,0.595,0.262299,CALL
preflop,2,26.26,27.92,32.01,0,0.335,0.515319,FOLD
flop,4,56.82,3.72,109.09,0,0.875,0.061447,RAISE
turn,3,76.27,16.7,111.11,0,0.04,0.179628,FOLD
preflop,1,77.75,28.78,38.25,0,0.555,0.270159,CALL
preflop,4,44.13,7.59,127.4,0,0.17,0.146752,CALL
preflop,2,61.93,14.7,54.67,0,0.35,0.191831,CALL
flop,3,35.54,9.29,129.54,0,0.52,0.207227,CALL
preflop,3,67.57,32.44,44.05,0,0.165,0.324368,FOLD
flop,3,39.63,13.92,28.96,0,0.115,0.259944,FOLD
preflop,4,57.29,24.58,23.75,0,0.315,0.300232,CALL
flop,3,8.85,7.39,43.33,0,0.195,0.455049,FOLD
river,4,70.15,33.21,145.92,0,0.0,0.321304,FOLD
river,3,63.45,32.23,52.95,0,0.02,0.336852,FOLD
preflop,1,6.67,0.66,56.14,0,0.525,0.090041,CALL
preflop,2,38.99,31.52,44.64,0,0.46,0.447029,CALL
flop,2,37.77,20.51,109.11,0,0.43,0.351922,CALL
preflop,2,14.54,8.16,53.36,0,0.38,0.359471,CALL
turn,2,3.63,2.37,54.74,0,0.18,0.395,FOLD
turn,1,64.98,28.01,21.89,0,0.91,0.301215,RAISE
turn,3,34.3,6.61,63.33,0,0.07,0.161574,FOLD
flop,2,46.28,27.67,74.43,0,0.64,0.374172,CALL
river,4,49.89,32.83,56.15,0,0.16,0.396881,FOLD
turn,4,79.9,15.3,25.5,0,0.68,0.160714,RAISE
preflop,1,53.89,18.81,55.7,0,0.615,0.258735,CALL
turn,2,70.52,5.78,104.24,0,0.24,0.075754,CALL
turn,2,41.12,20.71,148.5,0,0.275,0.334951,FOLD
river,4,58.53,5.73,78.86,0,0.01,0.089169,FOLD
flop,2,58.27,9.67,91.18,0,0.28,0.142331,CALL
turn,1,49.05,24.41,99.17,0,0.355,0.33229,CALL
flop,4,18.69,14.92,124.74,0,0.05,0.443916,FOLD
preflop,4,55.07,20.43,123.86,0,0.165,0.270596,FOLD
preflop,4,11.68,9.86,118.08,0,0.2,0.457753,FOLD
turn,2,57.88,1.58,125.3,0,0.315,0.026572,CALL
preflop,2,31.78,8.14,73.57,0,0.675,0.203908,RAISE
river,1,46.52,23.4,45.52,0,0.835,0.334668,RAISE
preflop,2,69.95,15.0,83.65,0,0.375,0.176574,CALL
preflop,3,21.28,11.03,112.54,0,0.19,0.34138,FOLD
river,2,68.77,7.0,148.04,0,0.95,0.092385,RAISE
flop,1,46.99,20.55,61.5,0,0.275,0.304264,FOLD
river,1,41.68,0.75,81.61,0,0.645,0.017676,CALL
preflop,2,15.17,14.38,50.16,0,0.305,0.486633,FOLD
turn,3,73.63,3.6,77.47,0,0.59,0.046614,CALL
preflop,1,5.47,6.46,98.02,0,0.48,0.541492,FOLD
preflop,3,54.37,11.75,81.86,0,0.325,0.177707,CALL
river,4,47.17,31.6,25.3,0,0.01,0.401168,FOLD
turn,4,10.6,7.32,77.41,0,0.12,0.408482,FOLD
turn,2,6.6,4.74,25.18,0,0.42,0.417989,CALL
preflop,2,28.41,10.17,65.51,0,0.285,0.263608,CALL
river,4,2.71,3.0,65.13,0,0.07,0.525394,FOLD
preflop,2,66.36,32.21,134.69,0,0.44,0.326773,CALL
flop,2,66.0,30.47,96.3,0,0.57,0.315849,CALL
turn,3,70.86,31.34,115.79,0,0.03,0.306654,FOLD
river,1,7.15,2.72,144.61,0,0.26,0.275583,CALL
river,2,12.57,11.65,121.25,0,0.6,0.481007,CALL
flop,1,45.53,5.07,47.75,0,0.2,0.100198,CALL
turn,3,59.7,33.29,139.67,0,0.275,0.357995,FOLD
preflop,3,4.87,2.98,64.94,0,0.26,0.379618,FOLD
turn,2,53.12,4.89,137.98,0,0.22,0.084296,CALL
turn,3,47.27,14.33,67.5,0,0.19,0.23263,FOLD
preflop,1,32.94,33.92,115.68,0,0.535,0.507329,CALL
turn,2,60.25,14.88,143.31,0,0.47,0.198057,CALL
river,1,55.03,30.08,137.96,0,0.285,0.353425,FOLD
river,4,28.22,26.37,56.39,0,0.26,0.483056,FOLD
river,1,63.23,20.01,120.51,0,0.08,0.240389,FOLD
preflop,2,27.75,5.94,60.25,0,0.5,0.176313,CALL
preflop,2,45.46,9.75,141.34,0,0.395,0.176598,CALL
river,4,26.5,9.97,20.62,0,0.0,0.273375,FOLD
flop,1,61.75,14.0,39.07,0,0.97,0.184818,RAISE
flop,1,33.21,0.16,104.25,0,0.3,0.004795,CALL
flop,4,49.24,14.03,56.38,0,0.155,0.221748,FOLD
turn,4,50.98,18.18,129.64,0,0.42,0.262869,CALL
preflop,4,56.74,19.78,148.57,0,0.26,0.258495,CALL
flop,1,44.57,2.86,33.75,0,0.705,0.060299,RAISE
flop,4,38.04,26.5,123.3,0,0.02,0.410598,FOLD
flop,1,63.0,0.82,82.68,0,0.61,0.012849,CALL
flop,1,33.83,13.72,70.37,0,0.215,0.288538,FOLD
turn,3,60.96,25.76,99.02,0,0.22,0.297048,FOLD
turn,4,29.32,7.46,74.06,0,0.02,0.202828,FOLD
turn,4,14.84,15.38,135.54,0,0.52,0.508934,CALL
turn,1,49.49,20.24,131.37,0,0.84,0.290262,RAISE
river,4,62.32,30.74,148.95,0,0.035,0.330325,FOLD
flop,4,79.55,32.66,129.09,0,0.055,0.291061,FOLD
river,3,26.04,30.44,29.22,0,0.0,0.538952,FOLD
river,2,19.69,2.1,95.59,0,0.19,0.096374,CALL
turn,2,69.36,21.31,58.35,0,0.095,0.235028,FOLD
turn,4,59.98,0.33,91.19,0,0.09,0.005472,CALL
preflop,2,71.19,12.82,66.25,0,0.45,0.152601,CALL
preflop,1,68.12,32.99,28.67,0,0.655,0.326278,RAISE
preflop,4,21.59,13.38,84.02,0,0.195,0.382614,FOLD
turn,4,70.02,7.29,88.83,0,0.785,0.094296,RAISE
flop,1,58.87,32.31,134.03,0,0.225,0.354354,FOLD
turn,1,49.82,31.2,42.71,0,0.135,0.38509,FOLD
preflop,2,37.42,28.14,148.87,0,0.275,0.429225,FOLD
river,4,71.07,3.02,92.13,0,0.05,0.040761,CALL
preflop,2,15.5,13.14,24.18,0,0.37,0.458799,FOLD
flop,2,10.52,1.35,146.42,0,0.485,0.113732,CALL
turn,1,15.79,3.06,113.57,0,0.7,0.162334,RAISE
preflop,4,78.71,11.82,109.48,0,0.325,0.130564,CALL
river,1,51.44,7.52,146.19,0,0.25,0.127544,CALL
preflop,4,40.79,17.21,60.98,0,0.435,0.296724,CALL
flop,4,55.37,28.1,113.46,0,0.265,0.336648,FOLD
river,4,64.31,29.52,95.59,0,0.87,0.314612,RAISE
flop,1,41.34,26.69,109.25,0,0.365,0.392327,FOLD
turn,3,19.45,2.04,93.65,0,0.46,0.094928,CALL
preflop,3,65.05,17.6,83.08,0,0.315,0.212946,CALL
river,1,59.6,1.85,75.98,0,0.4,0.030106,CALL
preflop,4,43.73,15.73,88.18,0,0.18,0.264548,FOLD
river,4,45.9,25.08,47.94,0,0.42,0.353339,CALL
preflop,2,44.59,5.17,76.24,0,0.375,0.103899,CALL
preflop,2,52.25,5.15,28.35,0,0.33,0.089721,CALL
preflop,1,31.19,31.95,97.63,0,0.585,0.506018,CALL
preflop,3,63.86,19.11,31.45,0,0.2,0.230324,FOLD
turn,3,39.39,29.39,135.66,0,0.49,0.427304,CALL
river,4,9.79,2.64,129.1,0,0.565,0.212389,CALL
turn,3,62.34,15.51,45.46,0,0.2,0.199229,CALL
preflop,1,58.86,20.64,85.84,0,0.515,0.259623,CALL
turn,1,43.58,12.03,103.08,0,0.94,0.216328,RAISE
flop,1,67.19,28.03,116.3,0,0.2,0.294371,FOLD
preflop,3,78.0,16.39,123.04,0,0.125,0.173641,FOLD
preflop,2,61.35,22.11,138.13,0,0.295,0.264917,CALL
river,4,51.59,29.28,137.46,0,0.705,0.362063,RAISE
turn,4,34.3,4.78,102.45,0,0.065,0.122313,FOLD
turn,2,13.64,1.08,43.03,0,0.135,0.07337,CALL
turn,2,66.83,15.91,30.54,0,0.88,0.192289,RAISE
flop,4,19.22,0.89,80.54,0,0.06,0.044257,CALL
flop,2,68.53,13.95,149.28,0,0.32,0.169132,CALL
river,1,65.22,31.26,80.99,0,0.31,0.324005,CALL
river,2,44.47,18.55,45.63,0,0.73,0.294351,RAISE
flop,4,10.64,7.71,141.81,0,0.06,0.420163,FOLD
river,2,59.78,31.3,42.02,0,0.09,0.343654,FOLD
preflop,2,41.8,33.15,142.35,0,0.305,0.442295,FOLD
turn,4,27.96,24.12,85.92,0,0.395,0.463134,FOLD
flop,4,42.86,21.54,58.79,0,0.035,0.334472,FOLD
preflop,4,18.4,1.23,93.45,0,0.235,0.062659,CALL
turn,1,49.95,23.59,149.46,0,0.565,0.320778,CALL
turn,3,7.67,9.18,127.81,0,0.895,0.544807,RAISE
preflop,4,47.22,32.59,94.24,0,0.235,0.408345,FOLD
turn,3,62.1,27.31,109.69,0,0.12,0.305447,FOLD
preflop,2,6.45,0.31,102.53,0,0.385,0.045858,CALL
preflop,4,41.58,12.41,31.1,0,0.38,0.229857,CALL
preflop,2,52.64,8.64,37.97,0,0.285,0.140992,CALL
river,1,25.19,8.05,57.52,0,0.275,0.242178,CALL
turn,4,62.09,33.88,33.78,0,0.795,0.353027,RAISE
flop,4,71.62,2.43,43.71,0,0.045,0.032816,CALL
turn,2,57.22,12.39,98.4,0,0.27,0.177992,CALL
flop,3,49.94,21.21,138.56,0,0.69,0.298103,RAISE
preflop,3,54.4,12.95,86.48,0,0.08,0.192279,FOLD
river,3,66.49,29.49,109.52,0,0.11,0.307252,FOLD
river,3,78.84,17.48,89.32,0,0.275,0.181478,CALL
river,2,25.76,13.0,85.02,0,0.065,0.335397,FOLD
flop,2,5.91,1.85,68.68,0,0.19,0.238402,FOLD
river,1,76.54,16.92,39.09,0,0.16,0.18104,FOLD
turn,4,2.49,2.01,117.92,0,0.095,0.446667,FOLD
turn,1,70.07,11.62,29.84,0,0.9,0.142245,RAISE
flop,3,11.74,1.35,107.97,0,0.19,0.103132,CALL
flop,1,43.12,1.34,73.81,0,0.8,0.030139,RAISE
